pr_number,changed_file,snapshot_dir
433,tests/snapshots/e2e/__snapshots__/test_initial_setup_flow/TestInitialSetupCancelThenReturn.test_phase4_form_filled.svg,tests/snapshots/e2e/__snapshots__/
433,tests/snapshots/e2e/__snapshots__/test_initial_setup_flow/TestInitialSetupCancelThenReturn.test_phase5_landing_screen.svg,tests/snapshots/e2e/__snapshots__/
433,tests/snapshots/e2e/conftest.py,tests/snapshots/e2e/conftest.py
433,tests/snapshots/e2e/test_initial_setup_flow.py,tests/snapshots/e2e/test_initial_setup_flow.py
432,tests/snapshots/e2e/__snapshots__/test_creating_agent_plan/TestCreatingAgentPlan.test_creating_agent_plan_conversation[creating_agent_plan].svg,tests/snapshots/e2e/__snapshots__/
432,tests/snapshots/e2e/conftest.py,tests/snapshots/e2e/conftest.py
432,tests/snapshots/e2e/helpers.py,tests/snapshots/e2e/helpers.py
432,tests/snapshots/e2e/test_creating_agent_plan.py,tests/snapshots/e2e/test_creating_agent_plan.py
422,tests/snapshots/__snapshots__/test_critic_feedback_snapshots/TestCriticFeedbackWidgetSnapshots.test_critic_feedback_widget_display.svg,tests/snapshots/__snapshots__/test_critic_feedback_snapshots/
422,tests/snapshots/e2e/test_history_panel.py,tests/snapshots/e2e/test_history_panel.py
422,tests/snapshots/test_critic_feedback_snapshots.py,tests/snapshots/test_critic_feedback_snapshots.py
421,tests/snapshots/e2e/__snapshots__/test_history_panel/TestHistoryPanelFlow.test_phase5_click_previous_conversation.svg,tests/snapshots/e2e/__snapshots__/
421,tests/snapshots/e2e/__snapshots__/test_history_panel/TestHistoryPanelFlow.test_phase6_conversation_loaded.svg,tests/snapshots/e2e/__snapshots__/
421,tests/snapshots/e2e/conftest.py,tests/snapshots/e2e/conftest.py
421,tests/snapshots/test_visualizer_snapshots.py,tests/snapshots/test_visualizer_snapshots.py
